PSurf_Summer,Rainf_Summer,Snowf_Summer,Tair_Summer,Wind_Summer,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CEC topsoil,CaCO3 % topsoil,C/N topsoil
0.63228893,0.7424548,0.0,0.84693336,0.49158263,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6312003,0.37052,0.0,0.86883163,0.5108067,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.64564705,0.41050828,0.0,0.9063339,0.49590087,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6299305,0.04845584,0.0,0.9282284,0.54095495,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.68952465,0.32012197,0.0,0.9314728,0.5951464,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75107527,0.3756747,0.0,0.95337105,0.66556025,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.8229308,0.51295745,0.0,0.98448944,0.7377695,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7807789,0.65307665,0.0,0.99087524,0.85043335,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6852765,0.8657314,0.0,0.93502235,0.87876594,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6185565,0.32656237,0.0,0.90704536,0.8747128,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.62338257,0.40380484,0.0,0.87906647,0.8535856,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.65442896,0.2553609,0.0,0.8542309,0.81327736,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.6908879,0.42534062,0.0,0.8388233,0.72481203,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.6725178,0.3104406,0.0,0.79533577,0.6107662,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.5927882,0.5168752,0.0,0.7518501,0.55731905,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.5362935,0.88039064,0.0,0.711607,0.5495771,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.55506086,0.4493882,0.0,0.67136383,0.5217149,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.525887,0.37420785,0.0,0.62797546,0.5044168,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.4481082,0.23270014,0.0,0.50379944,0.55692434,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.38947105,0.12550917,0.0,0.41388512,0.5376953,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.18469048,0.35341978,0.0,0.24622154,0.47177815,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.003950119,0.519206,0.0,0.13136864,0.2928561,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.18195915,0.439592,0.0,0.13147163,0.3188833,0.42821187,0.56662357,0.48560575,0.7511046,0.27829885,0.4003831,0.15737706,0.2373792,0.39351657,0.25458914,0.5908539
0.19944906,0.46030986,0.0,0.07865906,0.15722263,0.19239964,0.9072876,0.5751115,0.7452136,0.72461194,0.5229885,0.32786882,0.25886148,0.72501755,0.07788643,0.80129504
0.27127457,0.42828077,0.0,0.06943321,0.0,0.19239964,0.9072876,0.5751115,0.7452136,0.72461194,0.5229885,0.32786882,0.25886148,0.72501755,0.07788643,0.80129504
0.56408834,0.3378837,0.0,0.17231941,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.7604995,0.23750526,0.0,0.23446083,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.5646062,0.105846085,0.0,0.7155571,0.49743533,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.61696625,0.20041266,0.0,0.7498207,0.47036397,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.64089775,0.13764259,0.0,0.76867676,0.4325608,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.6343918,0.40395144,0.0,0.83101654,0.40564084,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.617959,0.5641198,0.0,0.8435879,0.42404675,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6132369,0.70247114,0.0,0.8033428,0.45040512,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.57362604,0.5624113,0.0,0.8345642,0.48596406,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6133661,0.66722935,0.0,0.8937626,0.46226108,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.56676245,0.35422987,0.0,0.90633583,0.47195053,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7083931,0.31952563,0.0,0.9375572,0.57052696,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74143076,0.31227663,0.0,0.95630836,0.7359861,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.81711864,0.7194885,0.0,0.990572,0.80596924,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.79914856,0.77908957,0.0,1.0,0.8880651,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.68230486,0.92146444,0.0,0.95033073,0.9004643,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.55389595,0.3919546,0.0,0.8603134,0.9019704,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.55625725,0.42862585,0.0,0.81996727,0.9473001,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5966382,0.24334818,0.0,0.81996727,0.8699428,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.6349344,0.20385435,0.0,0.81064415,0.8025836,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.64132786,0.41227755,0.0,0.7641144,0.67922914,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.64308643,0.39889187,0.0,0.72995186,0.5878886,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.55414724,1.0,0.0,0.6897087,0.55205667,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.5325408,1.0,0.0,0.664978,0.53943443,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.55847645,0.45092922,0.0,0.634058,0.5180185,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.47464848,0.2252613,0.0,0.528635,0.5506686,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.4091096,0.06982111,0.0,0.4634533,0.56329894,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.2673788,0.11790448,0.0,0.3237667,0.50104034,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.036241055,0.27287835,0.0,0.1437378,0.25865126,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.101037025,0.7160676,0.0,0.11899948,0.18702745,0.42821187,0.56662357,0.48560575,0.7511046,0.27829885,0.4003831,0.15737706,0.2373792,0.39351657,0.25458914,0.5908539
0.17957401,0.91605246,0.0,0.08179855,0.19882691,0.5992827,0.39532122,0.3236149,0.6929308,0.14893274,0.17145595,0.10491803,0.10311495,0.41465822,0.35683653,0.5908539
0.21044636,0.9489745,0.0,0.06943321,0.0,0.19239964,0.9072876,0.5751115,0.7452136,0.72461194,0.5229885,0.32786882,0.25886148,0.72501755,0.07788643,0.80129504
0.33492947,0.5473189,0.0,0.091329575,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.6476512,0.20929575,0.0,0.23435783,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.4961009,0.12877208,0.0,0.66578484,0.4979099,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.5742469,0.05829195,0.0,0.73745537,0.4541862,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.6028514,0.13092011,0.0,0.7468815,0.40548897,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.61632395,0.30871934,0.0,0.77192116,0.36168337,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.5710869,0.39086136,0.0,0.7813492,0.3388412,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.5591574,0.76959956,0.0,0.7566109,0.33806336,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.60519075,0.5561117,0.0,0.7909756,0.40234196,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.60806227,0.35237467,0.0,0.81915855,0.38431907,0.3744809,0.47908577,0.7306462,0.77319586,0.2925291,0.29501915,0.4918033,0.50590765,0.51698375,0.514325,0.48563334
0.667943,0.1364438,0.0,0.8440933,0.38539183,0.3744809,0.47908577,0.7306462,0.77319586,0.2925291,0.29501915,0.4918033,0.50590765,0.51698375,0.514325,0.48563334
0.7312746,0.33243462,0.0,0.91262054,0.53227067,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72355795,0.48805213,0.0,0.94070053,0.7678056,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.77543736,0.3182231,0.0,0.98428345,0.8541403,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.7833481,0.39227912,0.0,0.999897,0.9216894,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72920275,0.87213093,0.0,0.98134804,0.88535297,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.61499166,0.50739306,0.0,0.8880882,0.83492506,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5006013,0.4800129,0.0,0.80739975,0.96159303,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.531785,0.13849232,0.0,0.77941895,0.9249897,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6010909,0.3029609,0.0,0.7670517,0.8387095,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.6060729,0.43042138,0.0,0.75154305,0.7443719,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.61389303,0.6842814,0.0,0.72366905,0.61030877,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.5455084,0.59949994,0.0,0.6802826,0.546226,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.49089432,0.69403315,0.0,0.6307144,0.5386547,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.57794476,0.47238106,0.0,0.6246319,0.53369355,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.51706314,0.2908611,0.0,0.59371185,0.53726554,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.44092464,0.16404906,0.0,0.51626587,0.5960572,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.33910036,0.30528656,0.0,0.4077034,0.5911989,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.19199324,0.31307733,0.0,0.2617321,0.3632444,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.08567619,0.16362157,0.0,0.10643387,0.18740475,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.27751446,0.35526592,0.0,0.1437378,0.22017276,0.42821187,0.56662357,0.48560575,0.7511046,0.27829885,0.4003831,0.15737706,0.2373792,0.39351657,0.25458914,0.5908539
0.37600136,0.54388744,0.0,0.12832642,0.0088713765,0.4323644,0.5819318,0.4547923,0.7938144,0.1334088,0.18773946,0.11147541,0.0762621,0.3642001,0.8293019,0.5261028
0.29320908,0.42195943,0.0,0.06943321,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.5915127,0.1492557,0.0,0.19695473,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.42016077,0.051666617,0.0,0.6190529,0.48585927,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.49602747,0.25188467,0.0,0.66578484,0.44900334,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.51271963,0.50889057,0.0,0.7218437,0.3802309,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.5454955,0.55728585,0.0,0.7405968,0.36145687,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.59905624,0.3087289,0.0,0.7624912,0.34275937,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.5956583,0.4526043,0.0,0.77192116,0.3234924,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.522737,0.319536,0.0,0.7379608,0.23685229,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.5562854,0.09202918,0.0,0.7628956,0.29525876,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5728116,0.1182804,0.0,0.7941189,0.22613919,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5670595,0.081733085,0.0,0.8005066,0.20895839,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.6608939,0.10286193,0.0,0.88139915,0.44619548,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7110162,0.2502993,0.0,0.93745613,0.68050385,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.73992157,0.23382041,0.0,0.97171974,0.8466561,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.736146,0.33046487,0.0,0.9966526,0.96484506,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7145839,0.37103322,0.0,0.98428345,0.9559213,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6021714,0.15898687,0.0,0.89113045,0.89283967,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.47647095,0.15563643,0.0,0.791687,0.9208666,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.5300946,0.106451966,0.0,0.7699928,0.86591506,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.56844234,0.21264803,0.0,0.7607689,0.8129064,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.6324768,0.16267061,0.0,0.74830055,0.71000016,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.6505852,0.5307781,0.0,0.7079563,0.57630336,0.04813136,0.30616647,0.2593468,0.15537554,0.1159444,0.011494249,0.24262293,0.15145007,0.26582098,0.2324584,0.06475112
0.62283754,0.842603,0.0,0.66761017,0.52445006,0.04813136,0.30616647,0.2593468,0.15537554,0.1159444,0.011494249,0.24262293,0.15145007,0.26582098,0.2324584,0.06475112
0.5911827,0.28223816,0.0,0.63679314,0.5271945,0.04813136,0.30616647,0.2593468,0.15537554,0.1159444,0.011494249,0.24262293,0.15145007,0.26582098,0.2324584,0.06475112
0.5652342,0.33522004,0.0,0.6371002,0.53900003,0.04813136,0.30616647,0.2593468,0.15537554,0.1159444,0.011494249,0.24262293,0.15145007,0.26582098,0.2324584,0.06475112
0.519506,0.12864196,0.0,0.61854935,0.5506035,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.45690966,0.19037059,0.0,0.5504303,0.61536574,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.36128664,0.2792599,0.0,0.45119095,0.6157571,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.34152412,0.5304004,0.0,0.3487072,0.44530666,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.13910007,0.6569553,0.0,0.1404934,0.24760282,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.2505474,1.0,0.0,0.124881744,0.18970847,0.7836919,0.21021992,0.14137521,0.73784983,0.14634539,0.29310346,0.07868852,0.16219121,0.22832978,0.040144112,0.7203561
0.39426613,0.7361448,0.0,0.12194252,0.09787369,0.6938467,0.22229409,0.33241874,0.77908695,0.4814036,0.4137931,0.17049178,0.2373792,0.6111345,0.054554816,0.946985
0.4192376,0.52950263,0.0,0.06608772,0.0,0.19239964,0.9072876,0.5751115,0.7452136,0.72461194,0.5229885,0.32786882,0.25886148,0.72501755,0.07788643,0.80129504
0.46872282,0.40863276,0.0,0.05372238,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.59390545,0.2624222,0.0,0.6777477,0.4009124,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.53486776,0.29340097,0.0,0.66548157,0.41657495,0.16257708,0.1099612,0.25905335,0.10456556,0.43095088,0.16283524,0.36065573,0.001074113,0.18604648,0.0006862242,0.16187778
0.40695906,0.4091681,0.0,0.5972614,0.44341218,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.47517443,0.6712503,0.0,0.63466454,0.40023983,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.4936099,0.5847346,0.0,0.67521477,0.31934273,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.49459648,0.407359,0.0,0.70643234,0.31960118,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.5433831,0.44974375,0.0,0.7468815,0.32319927,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.5671873,0.45227242,0.0,0.7594528,0.3397367,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.51341105,0.46043366,0.0,0.7285328,0.35644913,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.5415797,0.45301437,0.0,0.7442455,0.3326707,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.49135017,0.3511092,0.0,0.7412052,0.16033053,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.52980375,0.19256419,0.0,0.78175163,0.19259429,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.5937576,0.21835056,0.0,0.8346672,0.34515834,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.6233659,0.3630318,0.0,0.8627472,0.47223425,0.099031076,0.22153944,0.2568524,0.097201765,0.38243854,0.46934867,0.36065573,0.29645547,0.2776603,0.03328187,0.12140831
0.7001295,0.38122132,0.0,0.9311714,0.74001336,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71172047,0.23116788,0.0,0.94992065,0.8862848,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.696785,0.30198246,0.0,0.94373894,0.9820993,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5905905,0.16737819,0.0,0.8661938,0.9067389,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5087271,0.43503243,0.0,0.7885437,0.8699751,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.5766301,0.4876551,0.0,0.791687,0.7903017,0.30426574,0.677016,0.625,0.7290132,0.42836356,0.24329501,0.55081964,0.4092374,0.6387596,0.46594614,0.41278836
0.65447664,0.47511208,0.0,0.83213234,0.7093216,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.67964315,0.38156807,0.0,0.7948284,0.6367341,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.66372347,0.48122525,0.0,0.7296486,0.5487509,0.43651694,0.4523501,0.6205981,0.6141385,0.5111578,0.545977,0.28852457,0.33404946,0.5789993,0.019900499,0.55847836
0.6474557,0.31038713,0.0,0.7017708,0.5020119,0.04813136,0.30616647,0.2593468,0.15537554,0.1159444,0.011494249,0.24262293,0.15145007,0.26582098,0.2324584,0.06475112
0.6439295,0.1937595,0.0,0.6523037,0.49667394,0.04813136,0.30616647,0.2593468,0.15537554,0.1159444,0.011494249,0.24262293,0.15145007,0.26582098,0.2324584,0.06475112
